,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude,année
110,2019-1115957,2019-08-29,1,1,175500.0,20.0,0,1,Maison,80.0,4.0,1,sols,630.0,1.080913,49.39445,2019
111,2019-1115535,2019-08-09,1,1,204400.0,15.0,0,1,Maison,96.0,4.0,1,sols,427.0,1.080741,49.394745,2019
112,2019-1115379,2019-07-31,1,1,252000.0,2.0,0,1,Maison,205.0,8.0,1,sols,496.0,1.081759,49.397124,2019
113,2019-1115642,2019-07-31,1,1,125000.0,15.0,0,1,Maison,79.0,4.0,1,sols,468.0,1.07601,49.394754,2019
114,2019-1115080,2019-07-22,1,1,170000.0,26.0,0,1,Maison,77.0,5.0,1,sols,342.0,1.081933,49.393976,2019
115,2019-1114543,2019-06-27,1,1,182500.0,4.0,0,1,Maison,75.0,4.0,1,sols,511.0,1.079751,49.393668,2019
116,2019-1114120,2019-06-11,1,1,162500.0,39.0,0,1,Maison,79.0,5.0,1,sols,435.0,1.079088,49.396194,2019
117,2019-1113853,2019-06-03,1,1,203000.0,16.0,0,1,Maison,75.0,4.0,1,sols,262.0,1.074309,49.392351,2019
118,2019-1113853,2019-06-03,1,1,203000.0,16.0,0,1,Maison,75.0,4.0,2,terrains d'agrément,400.0,1.074309,49.392351,2019
119,2019-1113752,2019-05-24,1,1,156500.0,28.0,0,1,Maison,65.0,3.0,1,sols,340.0,1.078036,49.3942,2019
120,2019-1113925,2019-05-24,1,1,155000.0,37.0,0,1,Maison,79.0,4.0,1,sols,436.0,1.078937,49.39624,2019
121,2019-1113603,2019-05-03,1,1,180000.0,33.0,1,1,Maison,103.0,4.0,1,sols,315.0,1.076915,49.393035,2019
122,2019-1113626,2019-05-02,1,1,152000.0,17.0,0,1,Maison,67.0,3.0,1,sols,447.0,1.076345,49.395738,2019
123,2019-1112958,2019-04-09,1,1,186000.0,10.0,0,1,Maison,80.0,5.0,1,sols,486.0,1.077565,49.39203,2019
124,2019-1112988,2019-03-26,1,1,375000.0,105.0,0,1,Maison,104.0,5.0,1,sols,395.0,1.074363,49.397331,2019
125,2019-1112989,2019-03-26,1,1,307000.0,103.0,0,1,Maison,82.0,4.0,1,sols,499.0,1.074356,49.397422,2019
126,2019-1112988,2019-03-26,1,1,375000.0,105.0,0,4,Local industriel. commercial ou assimilé,80.0,0.0,1,sols,395.0,1.074363,49.397331,2019
127,2019-1112989,2019-03-26,1,1,307000.0,103.0,0,4,Local industriel. commercial ou assimilé,89.0,0.0,1,sols,499.0,1.074356,49.397422,2019
128,2019-1112927,2019-03-13,1,1,220000.0,1.0,0,1,Maison,75.0,4.0,1,sols,676.0,1.074386,49.39357,2019
129,2019-1112400,2019-03-06,1,1,182700.0,38.0,1,1,Maison,116.0,6.0,1,sols,280.0,1.076915,49.393035,2019
130,2019-1112270,2019-02-27,1,1,162000.0,4.0,0,1,Maison,68.0,4.0,1,sols,323.0,1.078686,49.392321,2019
131,2019-1112158,2019-02-14,1,1,163000.0,13.0,0,1,Maison,71.0,4.0,1,sols,415.0,1.079921,49.394882,2019
132,2019-1111780,2019-01-21,1,1,226000.0,17.0,0,1,Maison,114.0,5.0,1,sols,341.0,1.081079,49.396195,2019
135,2019-1111617,2019-01-17,1,1,164000.0,9.0,0,1,Maison,83.0,5.0,1,sols,200.0,1.075468,49.392608,2019
136,2019-1111487,2019-01-11,1,1,190550.0,14.0,0,1,Maison,90.0,5.0,1,sols,603.0,1.080576,49.39449,2019
137,2019-1111534,2019-01-04,1,1,105000.0,83.0,0,1,Maison,68.0,4.0,1,sols,357.0,1.078741,49.392896,2019
138,2018-1036180,2018-11-26,1,1,183000.0,5.0,0,1,Maison,121.0,7.0,1,sols,342.0,1.074146,49.393471,2018
139,2018-1036297,2018-11-22,1,1,130000.0,14.0,0,1,Maison,66.0,4.0,1,sols,494.0,1.082387,49.396234,2018
140,2018-1035902,2018-10-30,1,1,171000.0,3.0,0,1,Maison,72.0,5.0,1,sols,660.0,1.073964,49.393615,2018
141,2018-1034938,2018-09-21,1,1,200000.0,15.0,0,1,Maison,124.0,6.0,1,sols,531.0,1.076271,49.396486,2018
142,2018-1034993,2018-09-19,1,1,148500.0,42.0,0,1,Maison,100.0,5.0,1,sols,771.0,1.07277,49.392753,2018
143,2018-1034574,2018-08-27,1,1,172500.0,5.0,0,1,Maison,75.0,4.0,1,sols,598.0,1.074351,49.393951,2018
144,2018-1034766,2018-08-24,1,1,190000.0,48.0,0,1,Maison,85.0,4.0,1,sols,346.0,1.079432,49.395784,2018
145,2018-1034051,2018-08-03,1,1,325000.0,38.0,0,1,Maison,194.0,8.0,1,sols,656.0,1.079817,49.397073,2018
146,2018-1034052,2018-08-03,1,1,147000.0,14.0,0,1,Maison,62.0,4.0,1,sols,410.0,1.081132,49.396501,2018
147,2018-1034299,2018-07-30,1,1,70000.0,8.0,0,1,Maison,64.0,2.0,1,sols,340.0,1.081019,49.396797,2018
148,2018-1034251,2018-07-27,1,1,228100.0,40.0,0,1,Maison,168.0,5.0,1,sols,482.0,1.080126,49.39702,2018
149,2018-1033489,2018-07-03,1,1,90000.0,12.0,0,1,Maison,45.0,3.0,1,sols,232.0,1.081086,49.396618,2018
150,2018-1033144,2018-06-22,1,1,219000.0,11.0,0,1,Maison,71.0,3.0,1,sols,595.0,1.0755,49.395897,2018
155,2018-1032166,2018-04-23,1,1,188000.0,2.0,0,1,Maison,83.0,5.0,1,sols,310.0,1.076275,49.392382,2018
156,2018-1031986,2018-04-18,1,1,126000.0,4.0,0,1,Maison,62.0,4.0,1,sols,390.0,1.079812,49.393402,2018
157,2018-1031756,2018-03-30,1,1,145000.0,36.0,0,1,Maison,66.0,4.0,1,sols,445.0,1.078926,49.394138,2018
158,2018-1031513,2018-03-16,1,1,171650.0,24.0,0,1,Maison,60.0,4.0,1,sols,420.0,1.077217,49.39537,2018
159,2018-1031180,2018-02-27,1,1,162000.0,54.0,0,1,Maison,80.0,5.0,1,sols,312.0,1.078588,49.392473,2018
160,2018-1030528,2018-01-15,1,1,155000.0,6.0,0,1,Maison,64.0,3.0,1,sols,564.0,1.076399,49.396627,2018
161,2018-1030461,2018-01-03,1,1,195000.0,40.0,0,1,Maison,110.0,5.0,1,sols,281.0,1.077969,49.395991,2018
162,2017-545476,2017-12-08,1,1,148900.0,8.0,0,1,Maison,60.0,3.0,1,sols,396.0,1.074812,49.395544,2017
163,2017-545422,2017-11-27,1,1,183000.0,1.0,0,1,Maison,68.0,4.0,1,sols,393.0,1.079227,49.392517,2017
164,2017-545259,2017-11-16,1,1,138000.0,33.0,0,1,Maison,70.0,3.0,1,sols,384.0,1.078584,49.39623,2017
165,2017-545077,2017-11-10,1,1,134000.0,14.0,0,1,Maison,80.0,4.0,1,sols,636.0,1.079045,49.39188,2017
166,2017-545086,2017-11-10,1,1,90000.0,16.0,0,1,Maison,62.0,3.0,1,sols,361.0,1.077616,49.396881,2017
167,2017-545147,2017-11-10,1,1,150500.0,3.0,0,1,Maison,80.0,4.0,1,sols,467.0,1.075203,49.393641,2017
168,2017-545273,2017-11-09,1,1,300000.0,26.0,0,1,Maison,120.0,5.0,1,sols,776.0,1.07848,49.395246,2017
169,2017-545041,2017-11-02,1,1,157930.0,4.0,0,1,Maison,64.0,3.0,1,sols,304.0,1.074461,49.395622,2017
170,2017-544590,2017-10-09,1,1,58750.0,12.0,0,1,Maison,77.0,4.0,1,sols,420.0,1.080711,49.395785,2017
171,2017-544262,2017-09-28,1,1,120000.0,25.0,0,1,Maison,80.0,4.0,1,sols,340.0,1.077121,49.395753,2017
172,2017-544055,2017-09-13,1,1,172000.0,12.0,0,1,Maison,83.0,5.0,1,sols,276.0,1.074148,49.393106,2017
174,2017-543763,2017-08-21,1,1,70000.0,8.0,0,1,Maison,49.0,3.0,1,sols,502.0,1.07839,49.393668,2017
175,2017-543085,2017-07-13,1,1,181500.0,19.0,0,1,Maison,83.0,5.0,1,sols,312.0,1.073796,49.39294,2017
10,2019-1114809,2019-06-19,1,1,1.2,520.0,0,4,Local industriel. commercial ou assimilé,3544.0,0.0,1,sols,17330.0,1.077618,49.385026,2019
14,2018-1037104,2018-12-28,1,1,1000000.0,9010.0,0,2,Appartement,87.0,3.0,1,sols,3973.0,1.059789,49.390736,2018
15,2018-1037104,2018-12-28,1,1,1000000.0,9010.0,0,4,Local industriel. commercial ou assimilé,1048.0,0.0,1,sols,3973.0,1.059789,49.390736,2018
17,2018-1033549,2018-06-28,1,1,665000.0,165.0,0,4,Local industriel. commercial ou assimilé,600.0,0.0,1,sols,2112.0,1.060781,49.386334,2018
2,2021-1182571,2021-08-27,1,1,530000.0,6.0,0,2,Appartement,73.0,4.0,1,sols,386.0,1.090742,49.390142,2021
6,2021-1182571,2021-08-27,1,1,530000.0,6.0,0,2,Appartement,60.0,3.0,1,sols,386.0,1.090742,49.390142,2021
9,2021-1182571,2021-08-27,1,1,530000.0,6.0,0,2,Appartement,73.0,4.0,2,terrains d'agrément,2232.0,1.090742,49.390142,2021
13,2021-1182571,2021-08-27,1,1,530000.0,6.0,0,2,Appartement,60.0,3.0,2,terrains d'agrément,2232.0,1.090742,49.390142,2021
19,2021-1182571,2021-08-27,1,1,530000.0,6.0,0,2,Appartement,85.0,5.0,2,terrains d'agrément,2232.0,1.090742,49.390142,2021
24,2021-1182571,2021-08-27,1,1,530000.0,6.0,0,2,Appartement,85.0,5.0,1,sols,386.0,1.090742,49.390142,2021
82,2020-1065663,2020-11-06,1,1,83000.0,2.0,0,1,Maison,99.0,6.0,1,sols,751.0,1.095105,49.390516,2020
83,2020-1060980,2020-02-24,1,1,152000.0,10.0,0,1,Maison,99.0,6.0,1,sols,611.0,1.095084,49.390696,2020
84,2019-1117747,2019-11-28,1,1,142000.0,3.0,0,1,Maison,99.0,6.0,1,sols,942.0,1.093097,49.390898,2019
85,2019-1116925,2019-10-23,1,1,105000.0,2.0,0,1,Maison,99.0,6.0,1,sols,482.0,1.094551,49.390229,2019
86,2019-1114236,2019-06-21,1,1,215000.0,1.0,0,1,Maison,135.0,7.0,1,sols,531.0,1.093708,49.391678,2019
87,2019-1113956,2019-06-11,1,1,111350.0,4.0,0,1,Maison,99.0,6.0,1,sols,953.0,1.09512,49.391329,2019
88,2019-1112014,2019-02-05,1,1,152000.0,2.0,0,1,Maison,99.0,6.0,1,sols,751.0,1.095105,49.390516,2019
89,2018-1035760,2018-10-25,1,1,110000.0,1.0,0,1,Maison,99.0,6.0,1,sols,832.0,1.09485,49.391473,2018
90,2018-1030762,2018-01-30,1,1,127000.0,1.0,0,1,Maison,99.0,6.0,1,sols,633.0,1.094637,49.390334,2018
91,2017-544666,2017-10-09,1,1,127000.0,8.0,0,1,Maison,99.0,6.0,1,sols,880.0,1.094997,49.390959,2017
92,2017-544667,2017-10-06,1,1,127000.0,6.0,0,1,Maison,99.0,6.0,1,sols,853.0,1.094992,49.391103,2017
93,2017-544373,2017-09-30,1,1,137000.0,2.0,0,1,Maison,99.0,6.0,1,sols,461.0,1.094204,49.391334,2017
0,2021-1180278,2021-04-29,1,1,1.0,1.0,0,1,Maison,48.0,2.0,1,sols,15640.0,1.089459,49.394605,2021
1,2021-1180278,2021-04-29,1,1,1.0,1.0,0,1,Maison,66.0,3.0,1,sols,15640.0,1.089459,49.394605,2021
2,2021-1180278,2021-04-29,1,1,1.0,1.0,0,1,Maison,81.0,4.0,1,sols,15640.0,1.089459,49.394605,2021
6,2021-1180278,2021-04-29,1,1,1.0,1.0,0,1,Maison,82.0,4.0,1,sols,15640.0,1.089459,49.394605,2021
10,2021-1180278,2021-04-29,1,1,1.0,1.0,0,2,Appartement,78.0,4.0,1,sols,15640.0,1.089459,49.394605,2021
11,2021-1180278,2021-04-29,1,1,1.0,1.0,0,2,Appartement,48.0,2.0,1,sols,15640.0,1.089459,49.394605,2021
12,2021-1180278,2021-04-29,1,1,1.0,1.0,0,2,Appartement,65.0,3.0,1,sols,15640.0,1.089459,49.394605,2021
21,2021-1180278,2021-04-29,1,1,1.0,1.0,0,2,Appartement,78.0,2.0,1,sols,15640.0,1.089459,49.394605,2021
0,2022-360013,2022-04-07,1,1,47000.0,80.0,0,1,Maison,22.0,1.0,1,sols,78.0,1.104288,49.385827,2022
2,2021-1184614,2021-10-27,1,1,200000.0,2.0,0,1,Maison,110.0,5.0,1,sols,163.0,1.106084,49.387062,2021
4,2021-1183701,2021-10-15,1,1,99000.0,148.0,0,1,Maison,44.0,3.0,1,sols,36.0,1.105139,49.385503,2021
6,2021-1183239,2021-09-29,1,1,171000.0,133.0,0,1,Maison,60.0,4.0,1,sols,286.0,1.105594,49.385297,2021
7,2021-1181213,2021-07-01,1,1,188600.0,10.0,0,1,Maison,93.0,3.0,1,sols,569.0,1.104307,49.385483,2021
9,2021-1181574,2021-06-29,1,1,95000.0,66.0,0,1,Maison,56.0,2.0,1,sols,389.0,1.104043,49.386022,2021
10,2021-1178834,2021-02-22,1,1,170000.0,189.0,0,1,Maison,32.0,2.0,1,sols,241.0,1.106915,49.387307,2021
11,2021-1178834,2021-02-22,1,1,170000.0,189.0,0,1,Maison,55.0,3.0,1,sols,241.0,1.106915,49.387307,2021
12,2020-1066756,2020-12-16,1,1,143200.0,135.0,0,1,Maison,59.0,4.0,1,sols,59.0,1.105474,49.385227,2020
14,2020-1065923,2020-11-25,1,1,123550.0,150.0,0,1,Maison,42.0,3.0,1,sols,35.0,1.105163,49.385463,2020
17,2020-1065368,2020-11-03,1,1,110000.0,82.0,0,1,Maison,72.0,4.0,1,sols,292.0,1.103547,49.385796,2020
20,2020-1064656,2020-09-09,1,1,100100.0,18.0,0,1,Maison,78.0,3.0,1,sols,228.0,1.103655,49.385407,2020
21,2020-1064656,2020-09-09,1,1,100100.0,18.0,0,1,Maison,78.0,3.0,4,jardins,513.0,1.103655,49.385407,2020
22,2020-1063205,2020-07-17,1,1,173000.0,149.0,0,1,Maison,120.0,4.0,1,sols,230.0,1.105535,49.384938,2020
23,2020-1061450,2020-04-15,1,1,110000.0,8.0,0,1,Maison,59.0,3.0,1,sols,95.0,1.105829,49.387073,2020
24,2020-1060770,2020-02-28,1,1,92000.0,177.0,0,1,Maison,67.0,3.0,1,sols,48.0,1.106219,49.384529,2020
27,2019-1116190,2019-09-04,1,1,45000.0,173.0,0,1,Maison,50.0,3.0,1,sols,98.0,1.105958,49.384551,2019
28,2019-1115771,2019-08-28,1,1,233000.0,203.0,0,1,Maison,216.0,8.0,1,sols,146.0,1.106501,49.386342,2019
29,2019-1115771,2019-08-28,1,1,233000.0,207.0,0,1,Maison,80.0,4.0,1,sols,44.0,1.106389,49.386409,2019
30,2019-1115771,2019-08-28,1,1,233000.0,209.0,0,1,Maison,45.0,2.0,1,sols,20.0,1.106469,49.386413,2019
31,2019-1115771,2019-08-28,1,1,233000.0,213.0,0,1,Maison,50.0,2.0,1,sols,27.0,1.10658,49.386412,2019
32,2019-1115655,2019-08-14,1,1,70000.0,139.0,0,1,Maison,75.0,4.0,1,sols,52.0,1.105444,49.385136,2019
34,2019-1113923,2019-06-04,1,1,208000.0,84.0,0,1,Maison,74.0,4.0,1,sols,337.0,1.103911,49.385809,2019
36,2019-1114258,2019-06-03,1,1,77500.0,157.0,0,1,Maison,45.0,3.0,1,sols,46.0,1.105798,49.384654,2019
37,2019-1113887,2019-05-16,1,1,42000.0,152.0,0,1,Maison,42.0,3.0,1,sols,30.0,1.105125,49.385451,2019
41,2019-1111779,2019-01-22,1,1,138000.0,95.0,0,1,Maison,92.0,4.0,1,sols,228.0,1.105358,49.386527,2019
43,2018-1036905,2018-12-21,1,1,98000.0,73.0,0,1,Maison,90.0,5.0,1,sols,95.0,1.105265,49.387196,2018
45,2018-1036507,2018-12-14,1,1,65000.0,75.0,0,1,Maison,90.0,4.0,1,sols,230.0,1.105489,49.387191,2018
47,2018-1036035,2018-11-21,1,1,168000.0,10.0,0,1,Maison,36.0,2.0,1,sols,479.0,1.105652,49.387041,2018
48,2018-1036035,2018-11-21,1,1,168000.0,10.0,0,1,Maison,68.0,3.0,1,sols,479.0,1.105652,49.387041,2018
49,2018-1034570,2018-08-31,1,1,90000.0,119.0,0,1,Maison,55.0,4.0,1,sols,38.0,1.105291,49.386081,2018
51,2018-1033558,2018-06-28,1,1,203000.0,84.0,0,1,Maison,74.0,4.0,1,sols,337.0,1.103911,49.385809,2018
53,2018-1032994,2018-06-08,1,1,100000.0,108.0,0,1,Maison,65.0,2.0,1,sols,50.0,1.104918,49.386186,2018
55,2018-1032058,2018-04-05,1,1,158000.0,2.0,0,1,Maison,110.0,5.0,1,sols,163.0,1.106084,49.387062,2018
57,2018-1030941,2018-02-16,1,1,200000.0,142.0,0,1,Maison,98.0,4.0,1,sols,426.0,1.105988,49.386689,2018
58,2018-1030829,2018-01-15,1,1,115000.0,118.0,0,1,Maison,61.0,3.0,1,sols,61.0,1.105028,49.385792,2018
61,2017-546049,2017-12-21,1,1,175500.0,14.0,0,1,Maison,90.0,5.0,1,sols,95.0,1.104233,49.385375,2017
65,2017-545691,2017-12-15,1,1,140000.0,135.0,0,1,Maison,59.0,4.0,1,sols,59.0,1.105474,49.385227,2017
67,2017-545138,2017-11-09,1,1,50750.0,211.0,0,1,Maison,45.0,2.0,1,sols,22.0,1.106518,49.386415,2017
68,2017-544308,2017-09-18,1,1,107500.0,115.0,0,1,Maison,66.0,3.0,1,sols,151.0,1.105413,49.38626,2017
69,2017-543244,2017-07-13,1,1,53850.0,2.0,0,1,Maison,48.0,2.0,1,sols,134.0,1.105408,49.385946,2017
0,2022-361212,2022-05-13,1,1,198000.0,18.0,0,1,Maison,80.0,5.0,1,sols,201.0,1.088088,49.397046,2022
1,2021-1183964,2021-10-27,1,1,133000.0,18.0,0,1,Maison,80.0,5.0,1,sols,196.0,1.086528,49.396855,2021
2,2021-1183668,2021-09-28,1,1,352400.0,13.0,0,1,Maison,139.0,5.0,1,sols,628.0,1.084512,49.393604,2021
3,2021-1183177,2021-09-24,1,1,170000.0,5.0,0,1,Maison,80.0,5.0,1,sols,209.0,1.084109,49.396372,2021
4,2021-1182711,2021-09-06,1,1,163000.0,33.0,0,1,Maison,80.0,5.0,1,sols,323.0,1.086887,49.395881,2021
5,2021-1182438,2021-08-25,1,1,156000.0,38.0,0,1,Maison,80.0,5.0,1,sols,259.0,1.089088,49.396455,2021
6,2021-1181922,2021-07-13,1,1,196800.0,21.0,0,1,Maison,80.0,5.0,1,sols,207.0,1.083883,49.395644,2021
7,2021-1181172,2021-06-30,1,1,160000.0,2.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.087796,49.397364,2021
8,2021-1181258,2021-06-14,1,1,130000.0,19.0,0,1,Maison,80.0,5.0,1,sols,270.0,1.083635,49.39559,2021
10,2021-1180451,2021-06-02,1,1,117500.0,11.0,0,1,Maison,129.0,5.0,1,sols,207.0,1.084108,49.393287,2021
11,2021-1180451,2021-06-02,1,1,117500.0,11.0,0,1,Maison,129.0,5.0,2,terrains d'agrément,612.0,1.084108,49.393287,2021
12,2021-1180198,2021-04-30,1,1,187900.0,9.0,0,1,Maison,84.0,4.0,1,sols,225.0,1.084004,49.395843,2021
13,2021-1179694,2021-04-12,1,1,230000.0,50.0,0,1,Maison,100.0,5.0,1,sols,372.0,1.088937,49.395608,2021
14,2021-1179382,2021-03-22,1,1,180500.0,9.0,0,1,Maison,80.0,5.0,1,sols,256.0,1.083083,49.396292,2021
15,2021-1178835,2021-03-10,1,1,152000.0,6.0,0,1,Maison,80.0,5.0,1,sols,245.0,1.085976,49.397144,2021
16,2021-1178233,2021-02-04,1,1,160000.0,7.0,0,1,Maison,80.0,4.0,1,sols,206.0,1.084022,49.396362,2021
17,2020-1066586,2020-12-22,1,1,209700.0,9.0,0,1,Maison,84.0,5.0,1,sols,695.0,1.088605,49.39308,2020
18,2020-1066704,2020-12-21,1,1,125000.0,17.0,0,1,Maison,80.0,5.0,1,sols,237.0,1.087003,49.396905,2020
19,2020-1066335,2020-11-25,1,1,190000.0,4.0,0,1,Maison,80.0,5.0,1,sols,245.0,1.086148,49.397197,2020
20,2020-1066039,2020-11-12,1,1,168000.0,13.0,0,1,Maison,80.0,5.0,1,sols,270.0,1.083218,49.396108,2020
21,2020-1065249,2020-10-29,1,1,160000.0,15.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.087382,49.397575,2020
22,2020-1065573,2020-10-19,1,1,176000.0,2.0,0,1,Maison,80.0,5.0,1,sols,194.0,1.08793,49.397715,2020
23,2020-1064859,2020-10-15,1,1,168000.0,2.0,0,1,Maison,80.0,5.0,1,sols,199.0,1.084954,49.396837,2020
24,2020-1065277,2020-10-14,1,1,176000.0,4.0,0,1,Maison,80.0,5.0,1,sols,247.0,1.088733,49.396438,2020
25,2020-1065185,2020-10-08,1,1,176700.0,3.0,0,1,Maison,80.0,5.0,1,sols,252.0,1.088394,49.397715,2020
26,2020-1064706,2020-10-05,1,1,184000.0,2.0,0,1,Maison,80.0,4.0,1,sols,247.0,1.08884,49.39645,2020
27,2020-1064535,2020-09-24,1,1,221650.0,72.0,0,1,Maison,116.0,4.0,1,sols,392.0,1.088711,49.394603,2020
28,2020-1064239,2020-09-16,1,1,150000.0,1.0,0,1,Maison,80.0,5.0,1,sols,436.0,1.088956,49.396049,2020
29,2020-1063543,2020-08-11,1,1,172000.0,1.0,0,1,Maison,80.0,5.0,1,sols,240.0,1.086238,49.396825,2020
30,2020-1062408,2020-06-15,1,1,183700.0,22.0,0,1,Maison,90.0,4.0,1,sols,181.0,1.087108,49.393392,2020
31,2020-1062578,2020-05-29,1,1,120000.0,24.0,0,1,Maison,80.0,5.0,1,sols,195.0,1.087422,49.396545,2020
32,2020-1062223,2020-05-15,1,1,176800.0,21.0,0,1,Maison,80.0,5.0,1,sols,207.0,1.083883,49.395644,2020
33,2020-1061623,2020-04-03,1,1,182400.0,12.0,0,1,Maison,80.0,5.0,1,sols,198.0,1.085744,49.396876,2020
34,2020-1060963,2020-03-12,1,1,171900.0,28.0,0,1,Maison,98.0,5.0,1,sols,238.0,1.088771,49.39668,2020
35,2019-1118588,2019-12-31,1,1,179000.0,6.0,0,1,Maison,99.0,4.0,1,sols,197.0,1.088276,49.393592,2019
36,2019-1118647,2019-12-18,1,1,180000.0,3.0,0,1,Maison,100.0,4.0,1,sols,324.0,1.082728,49.396816,2019
37,2019-1118070,2019-12-09,1,1,138000.0,13.0,0,1,Maison,80.0,5.0,1,sols,255.0,1.084747,49.396281,2019
38,2019-1117314,2019-11-13,1,1,168450.0,4.0,0,1,Maison,80.0,5.0,1,sols,245.0,1.086148,49.397197,2019
39,2019-1117245,2019-10-18,1,1,197300.0,7.0,0,1,Maison,102.0,5.0,1,sols,472.0,1.085811,49.392854,2019
41,2019-1116957,2019-10-17,1,1,120100.0,32.0,0,1,Maison,80.0,5.0,1,sols,199.0,1.085986,49.396033,2019
42,2019-1116909,2019-10-11,1,1,131000.0,9.0,0,1,Maison,80.0,5.0,1,sols,404.0,1.088432,49.395978,2019
43,2019-1116578,2019-10-02,1,1,125000.0,16.0,0,1,Maison,73.0,5.0,1,sols,196.0,1.086504,49.396959,2019
44,2019-1115890,2019-09-06,1,1,168000.0,22.0,0,1,Maison,80.0,5.0,1,sols,241.0,1.088417,49.396652,2019
46,2019-1115965,2019-08-30,1,1,185000.0,9.0,0,1,Maison,80.0,5.0,1,sols,244.0,1.084737,49.396485,2019
47,2019-1115886,2019-08-28,1,1,97500.0,4.0,0,1,Maison,80.0,5.0,1,sols,206.0,1.084205,49.396196,2019
48,2019-1115615,2019-08-09,1,1,156900.0,11.0,0,1,Maison,80.0,5.0,1,sols,235.0,1.085387,49.397037,2019
50,2019-1115191,2019-07-31,1,1,135000.0,12.0,0,1,Maison,80.0,5.0,1,sols,202.0,1.083695,49.39661,2019
51,2019-1115298,2019-07-31,1,1,246000.0,7.0,0,1,Maison,114.0,5.0,1,sols,478.0,1.084694,49.392279,2019
53,2019-1115082,2019-07-25,1,1,147930.0,30.0,0,1,Maison,80.0,4.0,1,sols,353.0,1.088493,49.392358,2019
54,2019-1115100,2019-07-18,1,1,132800.0,34.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.085232,49.396029,2019
55,2019-1114752,2019-07-05,1,1,163000.0,6.0,0,1,Maison,80.0,4.0,1,sols,208.0,1.084047,49.396142,2019
56,2019-1114568,2019-07-04,1,1,120000.0,28.0,0,1,Maison,80.0,5.0,1,sols,248.0,1.087236,49.396529,2019
57,2019-1114085,2019-06-17,1,1,220000.0,5.0,0,1,Maison,137.0,5.0,1,sols,499.0,1.087432,49.395171,2019
58,2019-1114063,2019-06-11,1,1,213100.0,13.0,0,1,Maison,113.0,6.0,2,terrains d'agrément,491.0,1.084469,49.393358,2019
59,2019-1114063,2019-06-11,1,1,213100.0,13.0,0,1,Maison,113.0,6.0,1,sols,263.0,1.084469,49.393358,2019
60,2019-1113389,2019-04-30,1,1,240000.0,82.0,0,1,Maison,97.0,4.0,1,sols,449.0,1.088571,49.393933,2019
61,2019-1113460,2019-04-30,1,1,125000.0,32.0,0,1,Maison,80.0,5.0,1,sols,241.0,1.085407,49.396051,2019
62,2019-1113104,2019-04-01,1,1,135800.0,13.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.086411,49.3963,2019
63,2019-1112734,2019-03-08,1,1,252000.0,26.0,0,1,Maison,87.0,4.0,1,sols,632.0,1.082909,49.392295,2019
64,2019-1111920,2019-02-08,1,1,240000.0,11.0,0,1,Maison,74.0,4.0,1,sols,531.0,1.08594,49.392419,2019
66,2019-1111753,2019-01-25,1,1,167000.0,2.0,0,1,Maison,80.0,5.0,1,sols,194.0,1.08793,49.397715,2019
67,2019-1111786,2019-01-25,1,1,169000.0,1.0,0,1,Maison,80.0,5.0,1,sols,240.0,1.086238,49.396825,2019
68,2019-1111796,2019-01-11,1,1,167000.0,7.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.088674,49.397761,2019
70,2018-1036466,2018-12-07,1,1,130000.0,15.0,0,1,Maison,80.0,5.0,1,sols,207.0,1.083533,49.396307,2018
71,2018-1036029,2018-11-12,1,1,177000.0,30.0,0,1,Maison,82.0,3.0,1,sols,525.0,1.083119,49.392827,2018
72,2018-1035627,2018-10-29,1,1,135000.0,8.0,0,1,Maison,80.0,5.0,1,sols,198.0,1.085063,49.396619,2018
73,2018-1035933,2018-10-26,1,1,165000.0,19.0,0,1,Maison,80.0,5.0,1,sols,244.0,1.084846,49.396077,2018
74,2018-1034443,2018-08-14,1,1,164000.0,16.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.087185,49.396256,2018
75,2018-1034342,2018-08-08,1,1,205000.0,8.0,0,1,Maison,84.0,3.0,1,sols,356.0,1.08752,49.392854,2018
76,2018-1034097,2018-07-31,1,1,200000.0,9.0,0,1,Maison,136.0,7.0,1,sols,530.0,1.085586,49.393064,2018
78,2018-1034027,2018-07-30,1,1,202500.0,9.0,0,1,Maison,117.0,5.0,1,sols,242.0,1.08691,49.397274,2018
79,2018-1034252,2018-07-27,1,1,153000.0,18.0,0,1,Maison,80.0,5.0,1,sols,240.0,1.087026,49.396237,2018
80,2018-1033608,2018-07-12,1,1,142000.0,22.0,0,1,Maison,80.0,5.0,1,sols,248.0,1.086872,49.396498,2018
81,2018-1033482,2018-07-06,1,1,135000.0,15.0,0,1,Maison,150.0,6.0,1,sols,648.0,1.088196,49.392778,2018
82,2018-1033708,2018-07-05,1,1,180000.0,5.0,0,1,Maison,80.0,5.0,1,sols,243.0,1.088788,49.397739,2018
