,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude,année
8,2019-1114082,2019-06-14,1,1,188000.0,38.0,0,1,Maison,74.0,5.0,1,sols,377.0,1.070502,49.402256,2019
10,2018-1035494,2018-10-18,1,1,147000.0,26.0,0,1,Maison,64.0,4.0,1,sols,499.0,1.071141,49.40232,2018
11,2018-1034872,2018-09-21,1,1,136000.0,19.0,0,1,Maison,64.0,4.0,1,sols,453.0,1.071604,49.402748,2018
12,2018-1035039,2018-09-14,1,1,820000.0,1.0,0,2,Appartement,77.0,3.0,1,sols,2847.0,1.067422,49.403732,2018
13,2018-1035039,2018-09-14,1,1,820000.0,1.0,0,4,Local industriel. commercial ou assimilé,797.0,0.0,1,sols,2847.0,1.067422,49.403732,2018
14,2018-1033927,2018-07-27,1,1,125000.0,18.0,0,1,Maison,77.0,5.0,1,sols,537.0,1.070309,49.402548,2018
15,2018-1033565,2018-07-05,1,1,242000.0,6.0,0,1,Maison,116.0,5.0,1,sols,608.0,1.069273,49.403168,2018
16,2018-1033622,2018-06-29,1,1,427600.0,2.0,0,2,Appartement,30.0,1.0,1,sols,767.0,1.074476,49.401507,2018
17,2018-1033622,2018-06-29,1,1,427600.0,2.0,0,2,Appartement,41.0,2.0,1,sols,767.0,1.074476,49.401507,2018
18,2018-1033622,2018-06-29,1,1,427600.0,2.0,0,2,Appartement,84.0,3.0,1,sols,767.0,1.074476,49.401507,2018
19,2018-1033622,2018-06-29,1,1,427600.0,2.0,0,2,Appartement,89.0,3.0,1,sols,767.0,1.074476,49.401507,2018
21,2018-1031990,2018-04-19,1,1,130000.0,24.0,0,1,Maison,64.0,4.0,1,sols,450.0,1.071012,49.402369,2018
22,2017-544521,2017-09-27,1,1,700000.0,1.0,0,2,Appartement,77.0,3.0,1,sols,2847.0,1.067422,49.403732,2017
23,2017-544521,2017-09-27,1,1,700000.0,1.0,0,4,Local industriel. commercial ou assimilé,797.0,0.0,1,sols,2847.0,1.067422,49.403732,2017
0,2021-1182382,2021-08-16,1,1,200800.0,3.0,0,1,Maison,85.0,4.0,1,sols,388.0,1.09973,49.365052,2021
1,2021-1180341,2021-05-12,1,1,111000.0,3.0,0,1,Maison,95.0,5.0,1,sols,270.0,1.096922,49.369293,2021
3,2021-1178241,2021-02-04,1,1,195500.0,6.0,0,1,Maison,99.0,5.0,1,sols,405.0,1.099648,49.365324,2021
4,2020-1065254,2020-10-26,1,1,174000.0,2.0,0,1,Maison,92.0,5.0,1,sols,473.0,1.099709,49.36835,2020
5,2020-1062293,2020-06-02,1,1,127500.0,17.0,0,1,Maison,111.0,6.0,1,sols,473.0,1.098982,49.369195,2020
11,2020-1060876,2020-03-06,1,1,190000.0,17.0,0,1,Maison,105.0,6.0,1,sols,339.0,1.095383,49.369166,2020
19,2019-1116481,2019-09-13,1,1,140000.0,14.0,0,1,Maison,105.0,6.0,1,sols,289.0,1.096795,49.370037,2019
24,2019-1112697,2019-03-20,1,1,92000.0,12.0,0,1,Maison,78.0,4.0,1,sols,300.0,1.095884,49.368868,2019
26,2019-1112022,2019-02-13,1,1,130000.0,19.0,0,1,Maison,73.0,3.0,1,sols,320.0,1.095109,49.36912,2019
27,2019-1111835,2019-01-29,1,1,175500.0,13.0,0,1,Maison,153.0,4.0,1,sols,481.0,1.095778,49.367875,2019
28,2019-1111715,2019-01-28,1,1,95000.0,3.0,0,1,Maison,65.0,3.0,1,sols,391.0,1.097467,49.369143,2019
29,2018-1035228,2018-09-22,1,1,153800.0,2.0,0,1,Maison,65.0,3.0,1,sols,440.0,1.099993,49.368634,2018
30,2017-543730,2017-08-03,1,1,165000.0,5.0,0,1,Maison,71.0,4.0,1,sols,471.0,1.097676,49.369846,2017
0,2021-1181666,2021-07-06,1,1,332800.0,14.0,0,1,Maison,147.0,5.0,1,sols,596.0,1.096823,49.37371,2021
2,2021-1180784,2021-06-15,1,1,304500.0,18.0,0,1,Maison,177.0,5.0,1,sols,613.0,1.095314,49.374247,2021
3,2021-1180336,2021-05-25,1,1,130500.0,9100.0,0,1,Maison,120.0,4.0,1,sols,774.0,1.096864,49.377333,2021
4,2021-1178537,2021-02-16,1,1,266000.0,36.0,0,1,Maison,128.0,5.0,1,sols,496.0,1.096812,49.374985,2021
5,2021-1178322,2021-02-05,1,1,213600.0,37.0,0,1,Maison,83.0,4.0,1,sols,503.0,1.097363,49.373894,2021
6,2018-1034844,2018-09-21,1,1,276400.0,14.0,0,1,Maison,147.0,5.0,1,sols,596.0,1.096823,49.37371,2018
7,2018-1033235,2018-06-14,1,1,267500.0,13.0,0,1,Maison,128.0,5.0,1,sols,499.0,1.095867,49.374616,2018
11,2017-545761,2017-12-22,1,1,150000.0,9060.0,0,1,Maison,50.0,4.0,1,sols,513.0,1.096717,49.376528,2017
12,2017-545761,2017-12-22,1,1,150000.0,9080.0,0,1,Maison,50.0,3.0,1,sols,927.0,1.096826,49.377014,2017
19,2017-545832,2017-12-12,1,1,95000.0,9080.0,0,1,Maison,78.0,4.0,1,sols,374.0,1.091742,49.375222,2017
20,2017-545832,2017-12-12,1,1,95000.0,9110.0,0,1,Maison,60.0,4.0,5,landes,3221.0,1.08898,49.374294,2017
26,2017-543661,2017-08-23,1,1,253000.0,11.0,0,1,Maison,120.0,5.0,1,sols,724.0,1.096274,49.373577,2017
0,2022-360376,2022-05-16,1,1,170000.0,6.0,0,1,Maison,80.0,4.0,1,sols,319.0,1.106595,49.382037,2022
2,2021-1184802,2021-11-10,1,1,107000.0,39.0,0,1,Maison,80.0,4.0,1,sols,38.0,1.106127,49.382122,2021
5,2021-1181984,2021-07-07,1,1,88650.0,64.0,0,4,Local industriel. commercial ou assimilé,87.0,0.0,1,sols,52.0,1.10594,49.381729,2021
6,2021-1178097,2021-01-26,1,1,212000.0,83.0,0,1,Maison,120.0,3.0,1,sols,242.0,1.106504,49.38131,2021
7,2021-1178097,2021-01-26,1,1,212000.0,83.0,0,4,Local industriel. commercial ou assimilé,180.0,0.0,1,sols,242.0,1.106504,49.38131,2021
8,2020-1066403,2020-12-21,1,1,138000.0,2.0,0,1,Maison,90.0,6.0,1,sols,110.0,1.107162,49.382068,2020
10,2020-1066760,2020-12-15,1,1,82000.0,19.0,0,4,Local industriel. commercial ou assimilé,85.0,0.0,1,sols,124.0,1.106023,49.38235,2020
11,2020-1066379,2020-12-07,1,1,55135.0,54.0,0,1,Maison,43.0,2.0,1,sols,87.0,1.105836,49.381886,2020
14,2020-1066379,2020-12-07,1,1,55135.0,54.0,0,4,Local industriel. commercial ou assimilé,144.0,0.0,1,sols,87.0,1.105836,49.381886,2020
16,2020-1066541,2020-12-04,1,1,220000.0,217.0,0,1,Maison,146.0,7.0,1,sols,188.0,1.106289,49.383285,2020
19,2020-1065414,2020-10-23,1,1,157000.0,295.0,0,1,Maison,90.0,5.0,1,sols,282.0,1.108227,49.382751,2020
21,2020-1065448,2020-10-15,1,1,130000.0,6.0,0,1,Maison,120.0,5.0,1,sols,340.0,1.107009,49.381886,2020
22,2020-1064266,2020-09-18,1,1,100000.0,72.0,0,1,Maison,45.0,2.0,1,sols,34.0,1.105776,49.381628,2020
24,2020-1064340,2020-09-02,1,1,121000.0,57.0,0,1,Maison,60.0,3.0,1,sols,90.0,1.106454,49.381953,2020
26,2020-1062910,2020-06-15,1,1,125700.0,293.0,0,1,Maison,90.0,3.0,1,sols,283.0,1.107913,49.382723,2020
27,2020-1061795,2020-05-25,1,1,94500.0,241.0,0,1,Maison,68.0,4.0,1,sols,37.0,1.105974,49.383047,2020
30,2019-1118366,2019-12-26,1,1,100000.0,187.0,0,1,Maison,52.0,3.0,1,sols,14.0,1.105985,49.384399,2019
32,2019-1117462,2019-10-29,1,1,105000.0,275.0,0,1,Maison,78.0,3.0,1,sols,33.0,1.107407,49.382963,2019
36,2019-1115758,2019-08-26,1,1,290000.0,25.0,0,2,Appartement,95.0,4.0,1,sols,192.0,1.105502,49.381134,2019
37,2019-1115758,2019-08-26,1,1,290000.0,25.0,0,4,Local industriel. commercial ou assimilé,150.0,0.0,1,sols,192.0,1.105502,49.381134,2019
38,2019-1115587,2019-08-20,1,1,155800.0,4.0,0,1,Maison,78.0,4.0,1,sols,323.0,1.108497,49.381607,2019
39,2019-1114991,2019-07-02,1,1,123000.0,28.0,0,1,Maison,60.0,3.0,1,sols,143.0,1.105402,49.382268,2019
41,2019-1114720,2019-06-27,1,1,70000.0,191.0,0,1,Maison,109.0,6.0,1,sols,121.0,1.105819,49.384365,2019
42,2019-1114720,2019-06-27,1,1,70000.0,191.0,0,4,Local industriel. commercial ou assimilé,123.0,0.0,1,sols,121.0,1.105819,49.384365,2019
43,2019-1113797,2019-05-22,1,1,147000.0,43.0,0,1,Maison,90.0,6.0,1,sols,28.0,1.106187,49.382119,2019
46,2019-1113526,2019-04-30,1,1,104650.0,227.0,0,1,Maison,42.0,2.0,1,sols,31.0,1.106275,49.383178,2019
51,2019-1113231,2019-04-19,1,1,59950.0,4.0,0,1,Maison,39.0,2.0,1,sols,60.0,1.106074,49.384309,2019
54,2019-1112344,2019-03-06,1,1,110000.0,237.0,0,1,Maison,40.0,2.0,1,sols,41.0,1.106084,49.383055,2019
59,2018-1037017,2018-12-21,1,1,240000.0,12.0,0,2,Appartement,40.0,2.0,1,sols,222.0,1.107083,49.381622,2018
60,2018-1037017,2018-12-21,1,1,240000.0,12.0,0,2,Appartement,80.0,2.0,1,sols,222.0,1.107083,49.381622,2018
61,2018-1037017,2018-12-21,1,1,240000.0,12.0,0,4,Local industriel. commercial ou assimilé,80.0,0.0,1,sols,222.0,1.107083,49.381622,2018
63,2018-1036255,2018-12-03,1,1,181000.0,17.0,0,1,Maison,80.0,3.0,1,sols,823.0,1.10778,49.381783,2018
64,2018-1036052,2018-11-12,1,1,125000.0,45.0,0,1,Maison,95.0,4.0,1,sols,47.0,1.106319,49.382125,2018
66,2018-1035180,2018-09-19,1,1,105000.0,35.0,0,4,Local industriel. commercial ou assimilé,32.0,0.0,1,sols,60.0,1.10607,49.382175,2018
69,2018-1034668,2018-09-06,1,1,53000.0,72.0,0,1,Maison,45.0,2.0,1,sols,34.0,1.105776,49.381628,2018
71,2018-1034552,2018-08-31,1,1,100000.0,10.0,0,4,Local industriel. commercial ou assimilé,101.0,0.0,1,sols,116.0,1.106967,49.382053,2018
72,2018-1033616,2018-07-04,1,1,150000.0,10.0,0,1,Maison,169.0,8.0,1,sols,179.0,1.107062,49.381683,2018
76,2018-1032155,2018-04-23,1,1,127000.0,18.0,0,2,Appartement,67.0,3.0,1,sols,92.0,1.10759,49.381477,2018
77,2018-1032003,2018-04-11,1,1,50000.0,70.0,0,1,Maison,58.0,3.0,1,sols,33.0,1.105834,49.381649,2018
83,2017-545047,2017-11-03,1,1,87100.0,277.0,0,1,Maison,100.0,5.0,1,sols,45.0,1.107481,49.38297,2017
86,2017-544111,2017-09-18,1,1,146500.0,50.0,0,1,Maison,67.0,4.0,1,sols,162.0,1.105591,49.381861,2017
88,2017-543939,2017-08-23,1,1,106400.0,55.0,0,1,Maison,75.0,3.0,1,sols,49.0,1.106129,49.381955,2017
91,2017-543547,2017-08-01,1,1,130000.0,49.0,0,1,Maison,81.0,4.0,1,sols,180.0,1.106456,49.382143,2017
92,2017-543011,2017-07-13,1,1,101000.0,20.0,0,1,Maison,115.0,5.0,1,sols,82.0,1.105758,49.382321,2017
93,2017-543011,2017-07-13,1,1,101000.0,20.0,0,4,Local industriel. commercial ou assimilé,25.0,0.0,1,sols,82.0,1.105758,49.382321,2017
96,2017-543027,2017-07-04,1,1,140000.0,25.0,0,1,Maison,78.0,3.0,1,sols,28.0,1.106139,49.382292,2017
0,2021-1184634,2021-11-03,1,1,103000.0,61.0,0,1,Maison,56.0,4.0,1,sols,178.0,1.110174,49.379684,2021
2,2021-1183868,2021-10-01,1,1,179000.0,15.0,0,1,Maison,80.0,5.0,1,sols,438.0,1.109012,49.378946,2021
4,2021-1181828,2021-07-16,1,1,136500.0,24.0,0,1,Maison,93.0,5.0,1,sols,72.0,1.108985,49.378478,2021
7,2021-1180783,2021-06-17,1,1,101000.0,51.0,0,1,Maison,70.0,4.0,1,sols,65.0,1.107854,49.379085,2021
8,2021-1181233,2021-06-17,1,1,55000.0,61.0,0,1,Maison,56.0,4.0,1,sols,178.0,1.110174,49.379684,2021
12,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,30.0,1.0,1,sols,223.0,1.109719,49.37866,2021
13,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,74.0,3.0,1,sols,223.0,1.109719,49.37866,2021
14,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,56.0,2.0,1,sols,223.0,1.109719,49.37866,2021
15,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,35.0,2.0,1,sols,223.0,1.109719,49.37866,2021
16,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,42.0,2.0,1,sols,223.0,1.109719,49.37866,2021
17,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,51.0,3.0,1,sols,223.0,1.109719,49.37866,2021
18,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,41.0,3.0,1,sols,223.0,1.109719,49.37866,2021
19,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,60.0,3.0,1,sols,223.0,1.109719,49.37866,2021
20,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,50.0,3.0,1,sols,223.0,1.109719,49.37866,2021
23,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,48.0,3.0,1,sols,223.0,1.109719,49.37866,2021
25,2021-1180425,2021-05-07,1,1,950000.0,75.0,0,2,Appartement,53.0,3.0,1,sols,223.0,1.109719,49.37866,2021
29,2021-1180425,2021-05-07,1,1,950000.0,71.0,0,2,Appartement,61.0,3.0,1,sols,74.0,1.109868,49.378757,2021
53,2021-1180032,2021-04-21,1,1,44000.0,43.0,0,1,Maison,60.0,3.0,1,sols,142.0,1.109629,49.379744,2021
56,2021-1178795,2021-02-18,1,1,179550.0,14.0,0,1,Maison,109.0,5.0,1,sols,327.0,1.108524,49.37765,2021
59,2021-1178348,2021-01-28,1,1,178000.0,6.0,0,1,Maison,90.0,5.0,1,sols,617.0,1.10889,49.377939,2021
62,2020-1066589,2020-12-22,1,1,76500.0,59.0,0,1,Maison,42.0,3.0,1,sols,22.0,1.107875,49.378954,2020
66,2020-1066617,2020-12-17,1,1,630000.0,9065.0,0,4,Local industriel. commercial ou assimilé,830.0,0.0,1,sols,2423.0,1.110892,49.378577,2020
69,2020-1065402,2020-10-15,1,1,84500.0,6.0,0,1,Maison,84.0,4.0,1,sols,67.0,1.108235,49.379178,2020
71,2020-1060903,2020-03-09,1,1,100000.0,69.0,0,1,Maison,96.0,5.0,1,sols,354.0,1.108148,49.378317,2020
72,2019-1118415,2019-12-10,1,1,105000.0,65.0,0,1,Maison,75.0,4.0,1,sols,132.0,1.110476,49.37973,2019
74,2019-1117964,2019-11-25,1,1,110000.0,67.0,0,1,Maison,113.0,4.0,1,sols,328.0,1.109858,49.378802,2019
76,2019-1116088,2019-09-11,1,1,139500.0,45.0,0,1,Maison,76.0,3.0,1,sols,140.0,1.109716,49.379761,2019
78,2019-1115383,2019-07-23,1,1,171000.0,12.0,0,1,Maison,88.0,4.0,1,sols,286.0,1.108472,49.378812,2019
79,2019-1112127,2019-02-08,1,1,146000.0,8.0,0,1,Maison,74.0,4.0,1,sols,296.0,1.108169,49.379091,2019
81,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,12.0,1.0,1,sols,362.0,1.109026,49.377699,2019
82,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,32.0,1.0,1,sols,362.0,1.109026,49.377699,2019
83,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,10.0,1.0,1,sols,362.0,1.109026,49.377699,2019
84,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,17.0,1.0,1,sols,362.0,1.109026,49.377699,2019
86,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,32.0,2.0,1,sols,362.0,1.109026,49.377699,2019
87,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,22.0,1.0,1,sols,362.0,1.109026,49.377699,2019
88,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,60.0,2.0,1,sols,362.0,1.109026,49.377699,2019
89,2019-1111773,2019-01-18,1,1,298000.0,16.0,0,2,Appartement,8.0,1.0,1,sols,362.0,1.109026,49.377699,2019
92,2018-1034474,2018-08-20,1,1,158100.0,67.0,0,1,Maison,100.0,5.0,1,sols,596.0,1.109634,49.379069,2018
93,2018-1033187,2018-06-20,1,1,209000.0,27.0,0,1,Maison,115.0,6.0,1,sols,695.0,1.108116,49.380657,2018
94,2018-1033187,2018-06-20,1,1,209000.0,27.0,0,1,Maison,115.0,6.0,4,jardins,1433.0,1.108116,49.380657,2018
95,2018-1031131,2018-02-16,1,1,110000.0,4.0,0,1,Maison,60.0,4.0,1,sols,74.0,1.108184,49.379216,2018
97,2017-545862,2017-12-20,1,1,150000.0,65.0,0,1,Maison,61.0,3.0,1,sols,684.0,1.109856,49.379273,2017
0,2022-361482,2022-06-09,1,1,160000.0,65.0,0,1,Maison,88.0,4.0,1,sols,222.0,1.105423,49.387887,2022
6,2021-1182164,2021-08-06,1,1,136000.0,12.0,0,1,Maison,88.0,3.0,1,sols,39.0,1.104116,49.390399,2021
12,2021-1182259,2021-07-29,1,1,204500.0,2.0,0,1,Maison,60.0,4.0,1,sols,170.0,1.104263,49.390615,2021
14,2021-1181956,2021-07-13,1,1,314000.0,159.0,0,1,Maison,121.0,5.0,2,terrains d'agrément,949.0,1.106315,49.389394,2021
15,2021-1181956,2021-07-13,1,1,314000.0,159.0,0,1,Maison,121.0,5.0,1,sols,500.0,1.106315,49.389394,2021
16,2021-1180127,2021-04-30,1,1,150000.0,68.0,0,1,Maison,96.0,6.0,1,sols,58.0,1.104715,49.388374,2021
17,2020-1065231,2020-10-28,1,1,80000.0,17.0,0,1,Maison,72.0,3.0,1,sols,31.0,1.104804,49.389247,2020
21,2020-1063603,2020-07-23,2,1,50000.0,70.0,0,1,Maison,28.0,1.0,1,sols,179.0,1.103368,49.391309,2020
22,2020-1063603,2020-07-23,2,1,50000.0,70.0,0,1,Maison,133.0,7.0,1,sols,179.0,1.103368,49.391309,2020
27,2020-1063490,2020-07-18,1,1,110000.0,11.0,0,1,Maison,68.0,3.0,1,sols,141.0,1.104902,49.389481,2020
28,2020-1061792,2020-04-30,1,1,120000.0,5.0,0,1,Maison,70.0,3.0,1,sols,18.0,1.104316,49.388167,2020
29,2020-1061792,2020-04-30,1,1,120000.0,7.0,0,1,Maison,46.0,3.0,1,sols,212.0,1.104243,49.388122,2020
31,2020-1060796,2020-02-20,1,1,215000.0,145.0,0,1,Maison,107.0,5.0,4,jardins,327.0,1.10562,49.389846,2020
32,2020-1060796,2020-02-20,1,1,215000.0,145.0,0,1,Maison,107.0,5.0,1,sols,500.0,1.10562,49.389846,2020
33,2020-1060146,2020-01-13,1,1,211550.0,96.0,0,1,Maison,130.0,6.0,1,sols,53.0,1.105048,49.389845,2020
38,2019-1118014,2019-11-29,1,1,175000.0,165.0,0,1,Maison,87.0,3.0,1,sols,861.0,1.10656,49.388892,2019
39,2019-1117510,2019-11-21,1,1,65000.0,84.0,0,1,Maison,55.0,2.0,1,sols,27.0,1.104858,49.387582,2019
43,2019-1117033,2019-10-07,1,1,93000.0,41.0,0,1,Maison,83.0,4.0,1,sols,133.0,1.105306,49.388171,2019
44,2019-1116177,2019-08-27,1,1,220000.0,114.0,0,1,Maison,170.0,6.0,1,sols,407.0,1.105289,49.389225,2019
47,2019-1113814,2019-05-24,1,1,190000.0,16.0,0,1,Maison,125.0,5.0,1,sols,617.0,1.104258,49.390343,2019
48,2019-1112760,2019-03-14,1,1,88000.0,37.0,0,1,Maison,70.0,4.0,1,sols,58.0,1.105067,49.388251,2019
52,2019-1112518,2019-02-06,1,1,115000.0,34.0,0,1,Maison,59.0,5.0,1,sols,48.0,1.104512,49.389403,2019
55,2019-1111829,2019-02-01,1,1,90000.0,63.0,0,1,Maison,58.0,3.0,1,sols,58.0,1.105265,49.38787,2019
63,2018-1037051,2018-12-27,1,1,45000.0,3.0,0,1,Maison,56.0,3.0,1,sols,178.0,1.104435,49.388138,2018
66,2018-1036506,2018-12-13,1,1,159000.0,175.0,0,1,Maison,75.0,4.0,1,sols,860.0,1.106744,49.388245,2018
68,2018-1036028,2018-11-13,1,1,113000.0,88.0,0,1,Maison,77.0,3.0,1,sols,134.0,1.104158,49.390671,2018
69,2018-1035885,2018-11-09,1,1,234700.0,66.0,0,1,Maison,106.0,4.0,1,sols,481.0,1.103581,49.391446,2018
71,2018-1035397,2018-10-19,1,1,91000.0,57.0,0,1,Maison,54.0,3.0,1,sols,43.0,1.105094,49.387773,2018
73,2018-1034332,2018-08-10,1,1,211000.0,11.0,0,1,Maison,125.0,4.0,1,sols,259.0,1.104295,49.387879,2018
74,2018-1033863,2018-07-27,1,1,178000.0,9.0,0,1,Maison,110.0,7.0,1,sols,283.0,1.10485,49.389767,2018
81,2018-1034281,2018-06-29,2,1,131000.0,39.0,0,1,Maison,77.0,4.0,1,sols,59.0,1.105046,49.388205,2018
84,2018-1031922,2018-04-06,1,1,130000.0,68.0,0,1,Maison,96.0,6.0,1,sols,58.0,1.104715,49.388374,2018
85,2017-545410,2017-12-07,1,1,88000.0,24.0,0,1,Maison,48.0,3.0,1,sols,30.0,1.104569,49.389613,2017
88,2017-545059,2017-10-25,1,1,170000.0,171.0,0,1,Maison,140.0,6.0,4,jardins,920.0,1.106699,49.388487,2017
89,2017-545059,2017-10-25,1,1,170000.0,171.0,0,1,Maison,140.0,6.0,1,sols,727.0,1.106699,49.388487,2017
90,2017-544418,2017-09-26,1,1,174000.0,19.0,0,1,Maison,57.0,4.0,1,sols,448.0,1.105192,49.389305,2017
92,2017-543711,2017-08-07,1,1,250000.0,145.0,0,1,Maison,153.0,5.0,4,jardins,685.0,1.106324,49.389849,2017
93,2017-543711,2017-08-07,1,1,250000.0,145.0,0,1,Maison,153.0,5.0,1,sols,500.0,1.106324,49.389849,2017
